模块,类,函数名
bi,model,getTableFields
bi,model,getTableFieldsMenu
bi,model,prepareBuiltinChartSQL
bi,model,preparePivotObject
bi,model,prepareBuilitinPivotDrillSQL
bi,model,prepareBuiltinMetricSQL
bi,model,prepareBuiltinScreenSQL
bi,model,getDuckDBPath
bi,model,checkDuckDBFile
bi,model,getDuckdbBinConfig
bi,model,getDuckDBTmpDir
bi,model,getSqlByMonth
bi,model,getActionSyncSql
bi,model,initParquet
bi,model,prepareCopySQL
bi,model,prepareSyncCommand
bi,model,generateParquetFile
bi,model,getLogFile
bi,model,saveLogs
bi,model,parseSqlVars
bi,model,sql2Statement
bi,model,validateSql
bi,model,prepareSqlPager
bi,model,prepareColumns
bi,model,getSqlTypeAndFields
bi,model,getParams4Rebuild
bi,model,getSQL
bi,model,querySQL
bi,model,query
bi,model,getTableList
bi,model,buildQueryResultTableColumns
bi,model,prepareFieldObjects
bi,model,prepareFieldSettingFormData
bi,model,rebuildFieldSettings
bi,model,convertDataForDtable
bi,model,getDrillFields
bi,model,processDrills
bi,model,prepareDrillConditions
bi,model,json2Array
bi,model,getCorrectGroup
bi,model,downloadDuckdb
bi,model,checkDuckdbInstall
bi,model,updateDownloadingTagFile
bi,model,unzipFile
bi,model,downloadFile
bi,model,jsonEncode
block,model,updateLayout
block,model,getModelType4Projects
branch,model,manage
bug,model,buildSearchForm
bug,model,buildSearchConfig
bug,model,getRelatedObjects
bug,model,getDatatableModules
bug,model,updateLinkedCommits
bug,model,getLinkedCommits
build,model,getRelatedReleases
build,model,addReleaseLabelForBuilds
cache,model,clear
caselib,model,setLibMenu
caselib,model,getPairs
caselib,model,buildSearchConfig
chart,model,__construct
chart,model,checkAccess
chart,model,addFormatter4Echart
chart,model,addRotate4Echart
chart,model,genRadar
chart,model,genPie
chart,model,genLineChart
chart,model,genCluBar
chart,model,getMultiData
chart,model,genWaterpolo
chart,model,isChartHaveData
cne,model,__construct
cne,model,updateConfig
cne,model,validateCert
cne,model,uploadCert
cne,model,getDefaultAccount
cne,model,getDomain
cne,model,getVolumesMetrics
cne,model,getDiskSettings
cne,model,instancesMetrics
cne,model,backup
cne,model,getBackupStatus
cne,model,getBackupList
cne,model,deleteBackup
cne,model,restore
cne,model,getRestoreStatus
cne,model,startApp
cne,model,stopApp
cne,model,installApp
cne,model,getAppVolumes
cne,model,getSettingsMapping
cne,model,getAppConfig
cne,model,queryStatus
cne,model,batchQueryStatus
cne,model,appDBList
cne,model,appDBDetail
cne,model,apiGet
cne,model,apiPost
cne,model,cneServerError
cne,model,translateError
common,model,sendHeader
common,model,initAuthorize
common,model,formConfig
common,model,strEndsWith
common,model,getMainNavList
common,model,getActiveMainMenu
common,model,checkSafeFile
common,model,checkUpgradeStatus
common,model,getUserPriv
common,model,checkIP
common,model,getSysURL
common,model,isTutorialMode
common,model,checkEntry
common,model,checkEntryToken
common,model,checkNotCN
common,model,http
common,model,setMainMenu
common,model,getRelations
common,model,setMenuVars
common,model,checkMenuVarsReplaced
common,model,processMarkdown
common,model,sortFeatureMenu
common,model,apiGet
common,model,apiPost
common,model,apiPut
common,model,apiDelete
common,model,apiError
common,model,buildActionItem
common,model,buildOperateMenu
common,model,checkPrivForOperateAction
common,model,printDuration
common,model,checkPrivByObject
common,model,buildIconButton
common,model,printAboutBar
common,model,printClientLink
common,model,printCreateList
common,model,printIcon
common,model,printMainMenu
common,model,printModuleMenu
common,model,printOrderLink
common,model,printMessageBar
common,model,printUserBar
common,model,printBack
common,model,printLink
common,model,printPreAndNext
common,model,printCommentIcon
common,model,getDotStyle
company,model,buildSearchForm
convert,model,connectDB
convert,model,dbExists
convert,model,tableExists
convert,model,tableExistsOfJira
convert,model,saveState
convert,model,getJiraData
convert,model,getJiraDataFromDB
convert,model,getJiraDataFromFile
convert,model,splitFile
convert,model,createTmpTable4Jira
convert,model,importJiraData
convert,model,deleteJiraFile
convert,model,checkDBName
convert,model,getZentaoObjectList
convert,model,getZentaoRelationList
convert,model,getZentaoFields
convert,model,getZentaoStatus
convert,model,getJiraStepList
convert,model,checkImportJira
convert,model,getObjectDefaultValue
convert,model,getJiraTypeList
convert,model,getJiraStatusList
convert,model,getJiraCustomField
convert,model,getJiraFieldGroupByProject
convert,model,getJiraWorkflowActions
convert,model,checkJiraApi
convert,model,callJiraAPI
convert,model,getJiraAccount
convert,model,processJiraUser
convert,model,getVersionGroup
convert,model,object2Array
convert,model,convertStage
convert,model,convertStatus
convert,model,getJiraSprint
convert,model,getJiraSprintIssue
convert,model,getJiraArchivedProject
convert,model,getJiraProjectRoleActor
convert,model,getIssueTypeList
cron,model,restartCron
custom,model,hasProductERData
datatable,model,getOldFieldList
datatable,model,getOldSetting
datatable,model,sortOldCols
datatable,model,printHead
datatable,model,setFixedFieldWidth
datatable,model,appendWorkflowFields
dataview,model,__construct
dataview,model,verifySqlWithModify
dataview,model,processMergeFields
dataview,model,getObjectFields
dept,model,getList
dept,model,fixDeptPath
design,model,getLinkedCommits
dev,model,getAPIData
dimension,model,__construct
dimension,model,getByID
dimension,model,getFirst
dimension,model,getList
dimension,model,getDimension
dimension,model,saveState
doc,model,isClickable
doc,model,getObjectIDByLib
doc,model,getSpaceType
doc,model,getExecutionLibPairsByProject
doc,model,filterPrivDocs
doc,model,getTeamSpaces
doc,model,getDocTemplateSpaces
doc,model,initDocTemplateSpaces
doc,model,initDocDefaultSpaces
doc,model,getSubSpacesByType
doc,model,getLibTargetSpace
doc,model,getParamFromTargetSpace
doc,model,getModulesOfLibs
doc,model,getLastViewed
doc,model,setLastViewed
doc,model,getDocBlock
doc,model,getDocBlockContent
doc,model,getZentaoList
doc,model,getDocsByParent
doc,model,getDocIdByTitle
doc,model,buildDocItems
epic,model,isClickable
epic,model,getToAndCcList
execution,model,getByBuild
execution,model,buildCaseSearchForm
extension,model,__construct
extension,model,fetchAPI
extension,model,removeExtensionFiles
extension,model,removeExtensionDirs
extension,model,cleanModelCache
file,model,__construct
file,model,deleteByObject
file,model,getByGid
file,model,query
file,model,saveUpload
file,model,saveAFile
file,model,saveChunkedFile
file,model,cropImage
file,model,imagecreatefrombmp
file,model,dwordize
git,model,linkCommit
gitea,model,apiGetMergeRequests
gitlab,model,apiCreateTag
gogs,model,apiGetMergeRequests
group,model,getProgramsForAdminGroup
group,model,getProductsForAdminGroup
group,model,processDepends
group,model,checkNavSubset
group,model,getPrivsByParents
host,model,getPairs
host,model,processTreemap
host,model,getTreeModules
instance,model,__construct
instance,model,updateInstancesDomain
instance,model,updateCpuSize
instance,model,updateVolSize
instance,model,url
instance,model,k8nameExists
instance,model,installationSettingsMap
instance,model,getValidDBSettings
instance,model,install
instance,model,installSysSLB
instance,model,createInstance
instance,model,doCneInstall
instance,model,uninstall
instance,model,start
instance,model,stop
instance,model,upgrade
instance,model,batchFresh
instance,model,freshStatus
instance,model,enoughMemory
instance,model,isClickable
instance,model,checkAppNameUnique
instance,model,saveAuthInfo
instance,model,generatePipelineName
instance,model,backup
instance,model,backupList
instance,model,saveBackupSettings
instance,model,getBackupSettings
instance,model,restore
instance,model,deleteBackup
instance,model,deleteBackupCron
job,model,initJob
job,model,execJenkinsPipeline
kanban,model,getRDKanbanByGroup
kanban,model,checkDisplayCards
kanban,model,getKanbanCallback
kanban,model,getCellByCard
mail,model,__construct
mail,model,setImages
mail,model,setErrorLang
mail,model,clear
mark,model,getNeededMarks
mark,model,getMarks
mark,model,isMark
mark,model,hasMark
mark,model,setMark
metric,model,getViewTableData
metric,model,getTimeTable
metric,model,getObjectTable
metric,model,getMetricsByCodeList
metric,model,getRecordCalcInfo
metric,model,getDAO
metric,model,getDataStatement
metric,model,calculateMetricByCode
metric,model,getResultByCodeWithArray
metric,model,mergeRecord
metric,model,getUniqueKeyByRecord
metric,model,getCalculator
metric,model,calculateReuseMetric
metric,model,calculateSingleMetric
metric,model,calculateDefaultMetric
metric,model,getLatestResultByCode
metric,model,getResultByCodes
metric,model,getLogFile
metric,model,saveLogs
metric,model,getRecordFields
metric,model,rebuildPrimaryKey
metric,model,clearOutDatedRecords
metric,model,insertMetricLib
metric,model,getDataset
metric,model,classifyCalc
metric,model,uniteFieldList
metric,model,buildSearchForm
metric,model,getWaterfullProjectPairs
metric,model,getPairsByIdList
metric,model,processScopeList
metric,model,processUnitList
metric,model,processObjectList
metric,model,createSqlFunction
metric,model,execSqlMeasurement
metric,model,updateMetricFields
metric,model,processOldMetrics
metric,model,getMetricRecordType
metric,model,getEchartLegend
metric,model,getEchartsOptions
metric,model,getObjectOptions
metric,model,getTimeOptions
metric,model,updateMetricDate
metric,model,parseDateStr
metric,model,getDateByDateType
metric,model,getStartAndEndOfWeek
metric,model,isCalcByCron
metric,model,getNoDataTip
metric,model,checkHasInferenceOfDate
metric,model,isFirstInference
metric,model,getInstallDate
metric,model,filterCalcByEdition
misc,model,getUpgradeRemind
mr,model,__construct
my,model,getProductRelatedData
my,model,getTaskAssignedByMe
my,model,buildReviewedList
personnel,model,updateParentWhitelist
pivot,model,__construct
pivot,model,checkAccess
pivot,model,filterInvisiblePivot
pivot,model,getPivotDataByID
pivot,model,getPivotSpec
pivot,model,processNameDesc
pivot,model,completePivot
pivot,model,addDrills
pivot,model,appendWhereFilterToSql
pivot,model,filterFieldsWithSettings
pivot,model,mapRecordValueWithFieldOptions
pivot,model,generateTableCols
pivot,model,getShowColPosition
pivot,model,isShowLastRow
pivot,model,columnStatistics
pivot,model,getGroupTreeWithKey
pivot,model,formatCellData
pivot,model,getColumnSummary
pivot,model,addRowSummary
pivot,model,pureCrystalData
pivot,model,flattenRow
pivot,model,flattenCrystalData
pivot,model,processRowSpan
pivot,model,getRowTotal
pivot,model,setPercentage
pivot,model,processPercentage
pivot,model,groupRecords
pivot,model,setUniqueSlices
pivot,model,getSliceRecords
pivot,model,getCellData
pivot,model,addDrillFields
pivot,model,processCrystalData
pivot,model,processRecordsForDisplay
pivot,model,getRowSpanConfig
pivot,model,getDrillsFromRecords
pivot,model,processQueryFilterDefaults
pivot,model,isFiltersAllEmpty
pivot,model,genOriginSheet
pivot,model,initVarFilter
pivot,model,getColLabel
pivot,model,getGroupsKey
pivot,model,processFilters
pivot,model,setConditionValueWithFilters
pivot,model,getFieldsFromPivot
pivot,model,getFieldsOptions
pivot,model,processDTableCols
pivot,model,processDTableData
pivot,model,buildPivotTable
pivot,model,getDrillCols
pivot,model,getReferSQL
pivot,model,getDrillSQL
pivot,model,execDrillSQL
pivot,model,getDrillResult
pivot,model,getDrillDatas
pivot,model,processKanbanDatas
pivot,model,getPivotVersions
pivot,model,getMaxVersion
pivot,model,getMaxVersionByIDList
pivot,model,isVersionChange
pivot,model,switchNewVersion
pivot,model,filterSpecialChars
product,model,buildSearchConfig
program,model,suspend
program,model,checkPriv
program,model,getChildrenPairsByID
program,model,getProductPairsByID
program,model,setMenu
program,model,getSwitcher
programplan,model,getByList
project,model,getAclListByObjectType
project,model,getListByAcl
project,model,getTeamListByType
project,model,getInvolvedListByCurrentUser
project,model,leftJoinInvolvedTable
project,model,appendInvolvedCondition
project,model,getExecutionProductGroup
project,model,addTeamMembers
project,model,checkBranchAndProduct
project,model,checkDates
project,model,updateTeamMembers
project,model,updateUserView
project,model,unlinkStoryByType
project,model,setNoMultipleMenu
project,model,formatDataForList
project,model,recordFirstEnd
projectstory,model,buildSearchConfig
release,model,getPageSummary
release,model,sendmail
release,model,getNotifyList
release,model,sendMail2Feedback
release,model,processRelated
release,model,updateRelated
release,model,deleteRelated
release,model,processReleaseListData
repo,model,startTask
repo,model,finishTask
repo,model,getLinkedBranch
repo,model,unlinkObjectBranch
repo,model,getListByProduct
report,model,__construct
report,model,getUserYearContributionCount
report,model,getContributionCountTips
requirement,model,isClickable
requirement,model,getToAndCcList
screen,model,__construct
screen,model,checkAccess
screen,model,mergeChartAndPivotFilters
screen,model,updateComponentFilters
screen,model,isFilterChange
screen,model,genNotFoundOrDraftComponentOption
screen,model,genDelistOrDeletedMetricOption
screen,model,unsetComponentDraftMarker
screen,model,genMetricComponent
screen,model,getMetricPagination
screen,model,preparePaginationBeforeFetchRecords
screen,model,updateMetricFilters
screen,model,prepareRadarDataset
screen,model,prepareTextDataset
screen,model,processMetricFilter
screen,model,formatMetricDateByType
screen,model,getOptionsFromSql
screen,model,buildGroup
screen,model,buildTableChart
screen,model,getWaterPoloOption
screen,model,getMetricChartOption
screen,model,getMetricTableOption
screen,model,filterMetricData
screen,model,getMetricCardOption
screen,model,getMetricHeaders
screen,model,buildOrgChart
screen,model,buildFunnelChart
screen,model,initMetricComponent
screen,model,initChartAndPivotComponent
screen,model,initOptionTitle
screen,model,checkIFChartInUse
screen,model,getChartType
screen,model,buildDataset
screen,model,getDatasetForUsageReport
screen,model,getActiveUserTable
screen,model,getActiveProjectCard
screen,model,getActiveProductCard
screen,model,getProductTestTable
screen,model,getProjectTaskTable
screen,model,getProductStoryTable
screen,model,getProjectStoryTable
screen,model,getUsageReportProjects
screen,model,getUsageReportProducts
screen,model,getThumbnail
screen,model,removeScheme
search,model,processSearchParams
search,model,buildOldQuery
search,model,convertQueryForm
search,model,getOldQuery
setting,model,computeSN
space,model,getSpaceInstancesAppIDs
store,model,__construct
store,model,getVersionPairs
store,model,appVersionList
store,model,getUpgradableVersions
store,model,appLatestVersion
store,model,pickHighestVersion
store,model,batchSetLatestVersions
story,model,getPairsByList
story,model,relieveTwins
story,model,batchChangeParent
story,model,batchChangeGrade
story,model,getAllChildId
story,model,getByAssignedTo
story,model,getByOpenedBy
story,model,getByReviewedBy
story,model,getByReviewBy
story,model,getByClosedBy
story,model,getByStatus
story,model,getRequirementParents
story,model,getEpicParents
story,model,getDataOfStoriesPerGrade
story,model,appendChildren
story,model,getMergeTrackCells
story,model,getStatusList
story,model,getGradeList
story,model,getGradeGroup
story,model,getGradePairs
story,model,getGradeMenu
story,model,getGradeOptions
story,model,getMaxGradeGroup
story,model,getDefaultShowGrades
story,model,checkGrade
story,model,syncGrade
story,model,updateLinkedCommits
story,model,getLinkedCommits
svn,model,__construct
system,model,updateMinioDomain
system,model,getBackupStatus
system,model,getBackupList
system,model,restore
system,model,deleteBackup
system,model,setMaintenance
system,model,unsetMaintenance
system,model,getLatestRelease
system,model,isUpgradeable
system,model,setSystemRelease
task,model,getPairsByIdList
task,model,getListByStories
task,model,addTaskLabel
task,model,updateParent
task,model,updateLinkedCommits
task,model,getLinkedCommits
testcase,model,setMenu
testcase,model,processDatas
testcase,model,processStepsOrExpects
testcase,model,processStepsChanged
testcase,model,getXmindImport
testcase,model,saveXmindImport
testcase,model,saveTestcase
testcase,model,processCaseSteps
testcase,model,xmlToArray
testcase,model,getXmlTagsArray
testreport,model,getChildBuilds
testsuite,model,getCaseLinkedStories
testtask,model,processExecutionName
testtask,model,getRunByCase
testtask,model,addPrefixToOrderBy
testtask,model,getSceneCases
testtask,model,getGroupByCases
testtask,model,initResultForAutomatedTest
testtask,model,processStepResults
testtask,model,formatZtfLog
testtask,model,importUnitResult
testtask,model,importDataOfUnitResult
testtask,model,importSuiteOfUnitResult
testtask,model,importCaseOfUnitResult
testtask,model,importRunOfUnitResult
testtask,model,linkImportedCaseToSuite
testtask,model,getExistSuitesOfUnitResult
testtask,model,getExistCasesOfUnitResult
testtask,model,parseCppXMLResult
testtask,model,parseXMLResult
testtask,model,parseZTFUnitResult
testtask,model,parseZTFFuncResult
testtask,model,initSuite
testtask,model,initCase
testtask,model,initResult
testtask,model,processResult
todo,model,dateRange
transfer,model,__construct
transfer,model,initWorkflowFieldList
transfer,model,getPageDatas
transfer,model,format
transfer,model,checkTmpFile
transfer,model,getRowsFromExcel
transfer,model,processRows4Fields
transfer,model,createTmpFile
tree,model,getOptionMenuByBranch
tree,model,buildTreeArray
tree,model,buildTree
tree,model,createEpicLink
tree,model,createManageLink
tree,model,createSceneLink
tree,model,createPracticeLink
tree,model,setModuleLang
tree,model,getGroupPairs
tutorial,model,getExecutionBurnData
tutorial,model,getStoryPairs
tutorial,model,getStory
tutorial,model,getEpic
tutorial,model,getRequirement
tutorial,model,getStoryByID
tutorial,model,getStoryGrade
tutorial,model,getGradePairs
tutorial,model,getStage
tutorial,model,getStages
tutorial,model,getTask
tutorial,model,getTasks
tutorial,model,getBuild
tutorial,model,getBuilds
tutorial,model,getBuildPairs
tutorial,model,getRun
tutorial,model,getCase
tutorial,model,getCases
tutorial,model,getResult
tutorial,model,getResults
tutorial,model,getTesttask
tutorial,model,getTesttasks
tutorial,model,getTesttaskPairs
tutorial,model,getTestReport
tutorial,model,getTestReports
tutorial,model,getBug
tutorial,model,getBugs
tutorial,model,getIssue
tutorial,model,getIssues
tutorial,model,getRisk
tutorial,model,getRisks
tutorial,model,getDesign
tutorial,model,getDesigns
tutorial,model,getReview
tutorial,model,getReviews
tutorial,model,getRegionPairs
tutorial,model,getGroups
tutorial,model,getLaneGroup
tutorial,model,getColumns
tutorial,model,getColumn
tutorial,model,getCardGroup
tutorial,model,getPlan
tutorial,model,getPlans
tutorial,model,getPlanPairs
tutorial,model,getSystem
tutorial,model,getSystemPairs
tutorial,model,getSystemList
tutorial,model,getRelease
tutorial,model,getReleases
tutorial,model,getProgramPairs
tutorial,model,getProgram
tutorial,model,getPrograms
tutorial,model,getBranchPairs
tutorial,model,getBranchesByProject
tutorial,model,getBranches
tutorial,model,getFeedback
tutorial,model,getFeedbacks
tutorial,model,getSubSpaces
tutorial,model,getDocTemplateSpaces
tutorial,model,getDocLib
tutorial,model,getDocLibs
tutorial,model,getLibTree
tutorial,model,getDoc
tutorial,model,getDocs
tutorial,model,getDemandpool
tutorial,model,getDemand
tutorial,model,getDemands
tutorial,model,getResearchStageStats
tutorial,model,getMarket
tutorial,model,getCharter
tutorial,model,getCharters
tutorial,model,getRepoPairs
tutorial,model,getRepo
tutorial,model,getCommits
user,model,getUserAcls
user,model,uploadAvatar
user,model,initViewObjects
user,model,getProgramView
user,model,getProductView
user,model,getProjectView
user,model,getSprintView
user,model,getManageListGroupByType
user,model,getProgramStakeholder
user,model,mergeAclsToUserView
user,model,getObjectsAuthedUsers
user,model,getLatestUserView
user,model,checkProgramPriv
user,model,checkProjectPriv
user,model,checkProductPriv
user,model,getProgramAuthedUsers
user,model,getProjectAuthedUsers
user,model,saveOldUserTemplate
webhook,model,getDataByType
webhook,model,fetchHook
webhook,model,sendToUser
weekly,model,save
weekly,model,getLeft
weekly,model,getReportData
zahost,model,getImagePairs
zahost,model,downloadImage
zahost,model,queryDownloadImageStatus
zahost,model,cancelDownload
zahost,model,hiddenHost
zanode,model,__construct
zanode,model,createImage
zanode,model,restoreSnapshot
zanode,model,deleteSnapshot
zanode,model,destroy
zanode,model,processNodeStatus
zanode,model,getVncUrl
zanode,model,runZTFScript
zanode,model,linkAgentService
zanode,model,setMenu
